timestamp_utc,symbol,side,grade,score,price,rsi_15m,rsi_1h,change_24h_percent,quote_volume_24h,vol_1m,vol_5m,vol_15m,vol_60m,net_vol_1m,net_vol_15m,net_vol_60m,ping_count_24h
2025-11-16T20:25:34.508948,ASTERUSDT,BUY,✅ Good,7,1.247,78.12499999999994,43.08445532435743,10.461,252803747.92827,54929.58,54929.58,1294668.05,3080408.2,54929.58,1334570.75,37350406.68,0
2025-11-16T20:43:46.727548,ENSOUSDT,BUY,🔥 Strong,8,0.884,59.45945945945946,36.320754716981135,-0.45,3440560.89409,198.66,1877.3,685948.07,766622.82,198.66,757792.35,1378531.02,0
2025-11-16T21:13:13.240792,NEXOUSDT,BUY,🚀 Very Strong,9,1.024,66.66666666666683,57.954545454545446,1.386,2504301.73701,448.06,43270.56,90411.21,90467.44,448.06,67100.82,142316.35,0
2025-11-16T21:16:48.050351,1000CHEEMSUSDT,BUY,✅ Good,7,0.001229,46.428571428571466,60.96654275092946,0.409,1008822.449212,770908.0,1088451.0,1085079.0,22108684.0,770908.0,30458779.0,146125190.0,1
2025-11-16T22:11:39.823539,USD1USDT,BUY,✅ Good,7,0.9995,13.333333333333329,14.285714285714292,-0.01,4332588.8108,10465.0,11040.0,139897.0,139897.0,10465.0,409895.0,376245.0,0
2025-11-16T22:27:16.568316,TONUSDT,BUY,✅ Good,7,1.81,64.86486486486487,31.880108991825637,-2.845,11456637.93066,231.99,4102.43,39392.35,89019.39,231.99,238742.95,729251.9900000001,0
2025-11-16T22:28:59.691580,BROCCOLI714USDT,BUY,✅ Good,7,0.01727,53.0516431924883,43.893129770992346,-2.042,2374524.88759,0.0,185255.0,578725.0,898002.0,0.0,1946131.0,22353879.0,0
2025-11-16T22:39:28.666939,TRBUSDT,BUY,🔥 Strong,8,26.59,52.2184300341297,43.859649122806985,-4.764,11790511.63401,266.899,2456.122,3620.817,11174.068,266.899,13134.463,37038.872,0
2025-11-16T22:49:33.609837,ALLOUSDT,BUY,✅ Good,7,0.212,69.91869918699194,48.56007944389274,3.314,17850071.76252,180288.8,816878.3,808402.9,4176645.6,180288.8,2314333.0,13549824.799999999,1
2025-11-16T23:13:48.589939,ZECUSDT,BUY,🔥 Strong,8,695.23,51.55266687300113,47.472256473489516,3.14,1457549460.68311,1988.171,6150.766,12400.564,12413.18,-1988.171,8963.961000000001,39475.31,0
2025-11-16T23:14:05.482834,DOGEUSDT,BUY,✅ Good,7,0.15817,52.941176470588296,39.591368706348355,-3.218,158891304.64583,538393.0,36630975.0,75355664.0,75391805.0,-538393.0,89518782.0,107428354.0,0
2025-11-16T23:14:36.931436,BCHUSDT,BUY,✅ Good,7,482.4,47.92899408284026,40.93567251461981,-3.597,12762356.3003,15.363,191.171,2194.348,2194.348,15.363,2612.593,1652.407,0
2025-11-16T23:14:43.459873,OGNUSDT,BUY,✅ Good,7,0.04,49.09090909090906,24.770642201834903,2.302,2314887.2726,0.0,36817.0,701422.0,701422.0,0.0,246341.0,2546454.0,0
2025-11-16T23:23:01.230648,SHELLUSDT,BUY,✅ Good,7,0.0798,48.051948051948074,38.80597014925374,-2.683,1268904.84857,0.0,26665.6,54068.0,251969.8,0.0,238805.4,771369.6,0
2025-11-16T23:23:22.010544,MUBARAKUSDT,BUY,🔥 Strong,8,0.01873,60.0,32.85568065506652,-3.304,5969792.287123,12918.6,68651.7,404562.3,1793907.0,12918.6,2850116.0999999996,5195675.7,0
2025-11-16T23:23:25.207976,TUTUSDT,BUY,🔥 Strong,8,0.01716,62.16216216216227,49.545454545454604,-4.454,1758056.51039,52550.0,578958.0,3993573.0,5553794.0,52550.0,6686376.0,9643475.0,1
2025-11-16T23:23:53.958897,SIGNUSDT,BUY,✅ Good,7,0.03988,45.00932835820895,51.18483412322278,7.638,2755393.92111,22317.0,92347.0,165191.0,655893.0,22317.0,825180.0,3084657.0,3
2025-11-16T23:24:14.601230,HUMAUSDT,BUY,✅ Good,7,0.02457,47.22222222222233,53.040877367896364,-0.687,1328256.71321,29560.0,218732.0,497257.0,2003075.0,29560.0,2308279.0,3225291.0,1
2025-11-16T23:24:38.292022,TREEUSDT,BUY,✅ Good,7,0.1465,52.14953271028031,50.48543689320387,3.024,3394136.59663,10898.8,118283.2,187017.4,343565.3,10898.8,521724.80000000005,1231770.6,1
2025-11-16T23:36:05.059028,QNTUSDT,BUY,🚀 Very Strong,9,82.04,54.5936395759718,35.98615916955018,-2.415,4345594.3958,16.272,58.483,1571.698,3042.997,16.272,2456.499,6959.772,0
2025-11-16T23:36:20.919327,DYDXUSDT,BUY,✅ Good,7,0.2878,47.20000000000002,31.208791208791197,-3.52,5128345.541072,3161.01,18262.03,65240.88,798021.68,3161.01,914218.63,2077556.5,0
2025-11-16T23:36:27.402700,GALAUSDT,BUY,✅ Good,7,0.00865,47.904191616766475,32.90488431876595,-5.361,13781720.68313,325949.0,1115657.0,5582905.0,50086934.0,325949.0,18385018.0,97655222.0,1
2025-11-16T23:36:56.357693,PYRUSDT,BUY,✅ Good,7,0.611,50.0,38.03278688524591,-7.143,1351756.512515,69.778,116.235,3793.751,72012.916,69.778,104230.787,177052.952,0
2025-11-16T23:37:36.305148,APEUSDT,BUY,✅ Good,7,0.3458,45.619335347432056,42.63038548752836,-2.316,2263703.185088,2501.56,8693.78,47469.42,317155.32,-2501.56,457190.57,281145.49,0
2025-11-16T23:37:49.670713,LUNCUSDT,BUY,✅ Good,7,3.152e-05,53.39805825242718,40.661938534279,-3.224,2011812.42354299,208932118.93,221281675.21,312497700.31,1381950966.84,-208932118.93,628006136.36,3791120668.76,0
2025-11-16T23:37:57.141589,HFTUSDT,BUY,✅ Good,7,0.0382,57.432432432432314,30.337078651685317,-3.778,1485426.6979,52188.4,56461.8,142133.4,1293573.0,52188.4,1824317.4,5829500.2,1
2025-11-16T23:38:05.717940,SSVUSDT,BUY,✅ Good,7,3.836,51.30784708249495,31.965442764578796,-4.458,1397455.422105,0.0,1009.641,2314.232,13813.883,0.0,1667.9300000000014,43104.173,0
2025-11-16T23:38:34.157912,PENDLEUSDT,BUY,🔥 Strong,8,2.473,72.09971236816872,66.36280765724705,5.729,14270479.5383,3729.7,11129.4,36995.4,192883.8,3729.7,93511.0,235229.09999999998,0
2025-11-16T23:39:55.070393,TAOUSDT,BUY,✅ Good,7,322.2,48.437500000000014,31.77189409368627,-4.193,36541968.44717,35.3133,239.2167,784.2298,6298.4522,35.3133,679.7658000000005,6681.047200000001,0
2025-11-16T23:40:01.146866,BBUSDT,BUY,✅ Good,7,0.0776,53.29949238578686,43.79194630872491,-4.198,1731195.24078,0.0,44581.2,102154.3,622700.2,0.0,615911.4000000001,2056354.4,0
2025-11-16T23:41:46.190669,FORMUSDT,BUY,✅ Good,7,0.3895,52.10991167811584,36.66121112929624,-5.3,3509620.276,1143.6,2599.0,33050.5,220046.3,-1143.6,18496.399999999994,491557.3,0
2025-11-16T23:42:02.789681,BROCCOLI714USDT,BUY,🔥 Strong,8,0.01801,63.51791530944624,54.347826086956566,1.066,2519544.78316,39457.0,442851.0,4765940.0,9964422.0,39457.0,10571311.0,8866342.0,2
2025-11-16T23:42:36.693481,KMNOUSDT,BUY,✅ Good,7,0.05382,61.040856031128335,29.048582995951406,-6.351,2683183.70581,1785.0,7803.0,355004.0,2063378.0,-1785.0,2905269.0,9065106.0,0
2025-11-16T23:42:55.495848,HOMEUSDT,BUY,✅ Good,7,0.02178,63.108320251177325,59.7173144876325,7.609,1547881.64413,187326.0,766072.0,9876363.0,27811512.0,-187326.0,29992092.0,24642245.0,0
2025-11-16T23:43:09.996461,CUSDT,BUY,✅ Good,7,0.0905,52.44755244755243,31.47751605995711,-3.105,1257946.36412,927.0,42995.6,103460.4,398938.0,927.0,524759.8,211057.80000000005,0
2025-11-16T23:43:40.926768,AVNTUSDT,BUY,🔥 Strong,8,0.4783,64.63620981387479,51.25042244001354,-4.797,7577273.39523,210129.0,386837.5,1149962.5,1693972.1,210129.0,1351202.0,1263296.4000000001,1
2025-11-16T23:43:46.758444,SKYUSDT,BUY,✅ Good,7,0.05014,49.99999999999994,46.95776664280591,-2.716,2264097.2088,24560.0,69953.0,600036.0,1553555.0,24560.0,724889.0,1190626.0,1
